x_m,y_m,vx_mps
0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00
-3.839369986096120013e-01,-1.032084728106182347e-01,6.000000000000000000e+00
-7.678753496826622449e-01,-2.064116948808926710e-01,6.000000000000000000e+00
-1.151814018982386001e+00,-3.096112573442502125e-01,6.000000000000000000e+00
-1.535752210942079587e+00,-4.128090695608243599e-01,6.000000000000000000e+00
-1.919689129995026500e+00,-5.160067226640551175e-01,6.000000000000000000e+00
-2.303623741904488487e+00,-6.192059669007193845e-01,6.000000000000000000e+00
-2.687555330660400088e+00,-7.224086320742855172e-01,6.000000000000000000e+00
-3.071483021139392644e+00,-8.256163093181935198e-01,6.000000000000000000e+00
-3.455406017774737215e+00,-9.288305102091988230e-01,6.000000000000000000e+00
-3.839324479679776303e+00,-1.032051234747307866e+00,6.000000000000000000e+00
-4.223238645524530988e+00,-1.135278244262512226e+00,6.000000000000000000e+00
-4.607148594865654978e+00,-1.238511379641455523e+00,6.000000000000000000e+00
-4.991054566373194668e+00,-1.341750481770800807e+00,6.000000000000000000e+00
-5.374956798717145823e+00,-1.444995311980533215e+00,6.000000000000000000e+00
-5.758855530567529968e+00,-1.548245552043959306e+00,6.000000000000000000e+00
-6.142750921037677614e+00,-1.651501201961079079e+00,6.000000000000000000e+00
-6.526643129240957464e+00,-1.754761863948540945e+00,6.000000000000000000e+00
-6.910532393847366173e+00,-1.858027458449659663e+00,6.000000000000000000e+00
-7.294418953526938587e+00,-1.961297746794433916e+00,6.000000000000000000e+00
-7.678302967392990119e+00,-2.064572569869506768e+00,6.000000000000000000e+00
-8.062184674115568939e+00,-2.167851689004876459e+00,6.000000000000000000e+00
-8.446064232807994898e+00,-2.271134785973836223e+00,6.000000000000000000e+00
-8.829941802583620714e+00,-2.374421860776406490e+00,6.000000000000000000e+00
-9.213817781225813519e+00,-2.477712595185880495e+00,6.000000000000000000e+00
-9.597692168734559104e+00,-2.581006750532256255e+00,6.000000000000000000e+00
-9.981565203779879880e+00,-2.684304247258855636e+00,6.000000000000000000e+00
-1.036543720458846174e+01,-2.787604767138985196e+00,6.000000000000000000e+00
-1.074930825071698415e+01,-2.890908151059315312e+00,6.000000000000000000e+00
-1.113317858083546774e+01,-2.994214239906488384e+00,6.000000000000000000e+00
-1.151704843361390829e+01,-3.097522715453825182e+00,6.000000000000000000e+00
-1.190091796816566294e+01,-3.200833498144647127e+00,6.000000000000000000e+00
-1.228478742316073813e+01,-3.304146269752267440e+00,6.000000000000000000e+00
-1.266865703726917047e+01,-3.407460950720021309e+00,6.000000000000000000e+00
-1.305252689004761102e+01,-3.510777222821215293e+00,6.000000000000000000e+00
-1.343639722016608218e+01,-3.614094926942499786e+00,6.000000000000000000e+00
-1.382026834585128228e+01,-3.717413903970537170e+00,6.000000000000000000e+00
-1.420414034665986591e+01,-3.820733835678641555e+00,6.000000000000000000e+00
-1.458801346126186438e+01,-3.924054642510140578e+00,6.000000000000000000e+00
-1.497188792832727522e+01,-4.027376085795013161e+00,6.000000000000000000e+00
-1.535576382741279033e+01,-4.130697926863244440e+00,6.000000000000000000e+00
-1.573964155630177153e+01,-4.234020006601490138e+00,6.000000000000000000e+00
-1.612352119455087518e+01,-4.337342086339742941e+00,6.000000000000000000e+00
-1.650740298083010771e+01,-4.440663927407974221e+00,6.000000000000000000e+00
-1.689128707425285114e+01,-4.543985370692847248e+00,6.000000000000000000e+00
-1.727517371348908526e+01,-4.647306257081011083e+00,6.000000000000000000e+00
-1.765906305765216189e+01,-4.750626347902459301e+00,6.000000000000000000e+00
-1.804295542496878468e+01,-4.853945404487167714e+00,6.000000000000000000e+00
-1.842685089499561002e+01,-4.957263267721802258e+00,6.000000000000000000e+00
-1.881074970640267097e+01,-5.060579619379668159e+00,6.000000000000000000e+00
-1.919465209785996862e+01,-5.163894459460765418e+00,6.000000000000000000e+00
-1.957855822848083704e+01,-5.267207469738400150e+00,6.000000000000000000e+00
-1.996246833693531642e+01,-5.370518411542572146e+00,6.000000000000000000e+00
-2.034638258233673724e+01,-5.473827125759918033e+00,6.000000000000000000e+00
-2.073030120335511839e+01,-5.577133373720441156e+00,6.000000000000000000e+00
-2.111422435910380813e+01,-5.680437075867450503e+00,6.000000000000000000e+00
-2.149815228825280755e+01,-5.783737834417602031e+00,6.000000000000000000e+00
-2.188208522947215684e+01,-5.887035649370887747e+00,6.000000000000000000e+00
-2.226602334187517229e+01,-5.990330122943950286e+00,6.000000000000000000e+00
-2.264996686413190119e+01,-6.093621175580118177e+00,6.000000000000000000e+00
-2.303391595535566339e+01,-6.196908568609368118e+00,6.000000000000000000e+00
-2.341787077465980715e+01,-6.300192142918365157e+00,6.000000000000000000e+00
-2.380183164027102904e+01,-6.403471580280421627e+00,6.000000000000000000e+00
-2.418579751795258304e+01,-6.506746562468837425e+00,6.000000000000000000e+00
-2.456976315696411817e+01,-6.610015657463529593e+00,6.000000000000000000e+00
-2.495372211321520695e+01,-6.713277353687726823e+00,6.000000000000000000e+00
-2.533766802217209602e+01,-6.816529980451313087e+00,6.000000000000000000e+00
-2.572159451930101071e+01,-6.919772105734194767e+00,6.000000000000000000e+00
-2.610549516051151286e+01,-7.023002058846258500e+00,6.000000000000000000e+00
-2.648936374038320096e+01,-7.126218248654065057e+00,6.000000000000000000e+00
-2.687319373526897337e+01,-7.229419243137519935e+00,6.000000000000000000e+00
-2.725697878063505186e+01,-7.332603371606508880e+00,6.000000000000000000e+00
-2.764071259150436077e+01,-7.435769042927594441e+00,6.000000000000000000e+00
-2.802438864422979847e+01,-7.538914665967332063e+00,6.000000000000000000e+00
-2.840800073339093501e+01,-7.642038808705627240e+00,6.000000000000000000e+00
-2.879154241489736066e+01,-7.745139800452366607e+00,6.000000000000000000e+00
-2.917500939268876081e+01,-7.848217322980868715e+00,6.000000000000000000e+00
-2.955847652959350924e+01,-7.951318473840951029e+00,6.000000000000000000e+00
-2.994211956630006100e+01,-8.054550734096505238e+00,6.000000000000000000e+00
-3.032612076714398341e+01,-8.158025323974991139e+00,6.000000000000000000e+00
-3.071066247601752508e+01,-8.261853702373889163e+00,6.000000000000000000e+00
-3.109592687769957209e+01,-8.366147169077333245e+00,6.000000000000000000e+00
-3.148209623652568823e+01,-8.471017103426138561e+00,6.000000000000000000e+00
-3.186905058103448241e+01,-8.576336851198471223e+00,6.000000000000000000e+00
-3.225220171883802323e+01,-8.678462955486445196e+00,6.000000000000000000e+00
-3.262487206067142864e+01,-8.772384221077050626e+00,5.539348528339127498e+00
-3.299993594453882650e+01,-8.872591895776261950e+00,4.947005938069752418e+00
-3.339688578931852447e+01,-8.994200872141918879e+00,4.222594686437304290e+00
-3.380199432992582587e+01,-9.095399186520948476e+00,3.339070294613760925e+00
-3.419315706327042648e+01,-9.120088008544716018e+00,2.389022334516257118e+00
-3.455016524219926310e+01,-9.020283527059232753e+00,2.422633851957770812e+00
-3.486645806664197522e+01,-8.806431214872263880e+00,2.981374551740861190e+00
-3.514145349998617007e+01,-8.514571755979499557e+00,3.591467250563560754e+00
-3.537462280858968455e+01,-8.180804785870604334e+00,4.119478432579906979e+00
-3.557047454861180569e+01,-7.832287054091635170e+00,4.579070141285438211e+00
-3.574433809739807799e+01,-7.476964362815931686e+00,4.992361505380861431e+00
-3.591294454129817382e+01,-7.120294140629776614e+00,5.372971201866972635e+00
-3.608998295819421998e+01,-6.766799104780075069e+00,5.729076363722120924e+00
-3.627739445132649365e+01,-6.417391690738063481e+00,6.000000000000000000e+00
-3.647428400813492999e+01,-6.072112790633151569e+00,6.000000000000000000e+00
-3.667975685472948300e+01,-5.731003296594757046e+00,6.000000000000000000e+00
-3.689291789899338880e+01,-5.394104180308962881e+00,6.000000000000000000e+00
-3.711287236703659431e+01,-5.061456254348503769e+00,6.000000000000000000e+00
-3.733872476895900405e+01,-4.733099058379374391e+00,6.000000000000000000e+00
-3.756950013774517316e+01,-4.408787000955076252e+00,6.000000000000000000e+00
-3.780404903859795240e+01,-4.087652277897382724e+00,6.000000000000000000e+00
-3.804119944262534858e+01,-3.768745221212534524e+00,6.000000000000000000e+00
-3.827977892315198716e+01,-3.451116003793452514e+00,6.000000000000000000e+00
-3.851861537172921146e+01,-3.133814878089733025e+00,6.000000000000000000e+00
-3.875653652079498812e+01,-2.815892096550947077e+00,6.000000000000000000e+00
-3.899238855993522890e+01,-2.496412470497674452e+00,6.000000000000000000e+00
-3.922571507252263245e+01,-2.174995480367694523e+00,6.000000000000000000e+00
-3.945695696163345900e+01,-1.851973832163345879e+00,6.000000000000000000e+00
-3.968661416139457287e+01,-1.527727090766770601e+00,6.000000000000000000e+00
-3.991518652637620335e+01,-1.202635059730124967e+00,6.000000000000000000e+00
-4.014317391114857969e+01,-8.770773834922285239e-01,6.000000000000000000e+00
-4.037107624983858045e+01,-5.514336269352162478e-01,6.000000000000000000e+00
-4.059930604379054842e+01,-2.260174024601463716e-01,6.000000000000000000e+00
-4.082792646100209311e+01,9.912276036306098825e-02,6.000000000000000000e+00
-4.105691331624486651e+01,4.240044435589186977e-01,6.000000000000000000e+00
-4.128624242429063429e+01,7.486451495952746171e-01,6.000000000000000000e+00
-4.151588959991108396e+01,1.073062460496628567e+00,6.000000000000000000e+00
-4.174583065787791014e+01,1.397273958287506224e+00,6.000000000000000000e+00
-4.197604149251953487e+01,1.721297224992420993e+00,6.000000000000000000e+00
-4.220649783905094665e+01,2.045149763079200600e+00,6.000000000000000000e+00
-4.243717551224389695e+01,2.368849234129042802e+00,6.000000000000000000e+00
-4.266805040642674385e+01,2.692413140609788869e+00,6.000000000000000000e+00
-4.289909825681453981e+01,3.015859064545951984e+00,6.000000000000000000e+00
-4.313029495773565003e+01,3.339204587962037785e+00,6.000000000000000000e+00
-4.336161624440512696e+01,3.662467213325894644e+00,6.000000000000000000e+00
-4.359303801115135002e+01,3.985664602218700558e+00,6.000000000000000000e+00
-4.382453599318935034e+01,4.308814336664981148e+00,6.000000000000000000e+00
-4.405608600529084384e+01,4.631933839575899547e+00,6.000000000000000000e+00
-4.428766402134088054e+01,4.955040772532634641e+00,6.000000000000000000e+00
-4.451924569699783518e+01,5.278152717559710716e+00,6.000000000000000000e+00
-4.475080692659007298e+01,5.601287256681635185e+00,6.000000000000000000e+00
-4.498232352488934538e+01,5.924461892366256421e+00,6.000000000000000000e+00
-4.521377122711062668e+01,6.247694206638079173e+00,6.000000000000000000e+00
-4.544512600713901662e+01,6.571001781521617957e+00,6.000000000000000000e+00
-4.567636352063287575e+01,6.894402199041384627e+00,6.000000000000000000e+00
-4.590745966192056926e+01,7.217912961665233773e+00,6.000000000000000000e+00
-4.613839024577382730e+01,7.541551730974336287e+00,6.000000000000000000e+00
-4.636913108696433738e+01,7.865336009436534326e+00,6.000000000000000000e+00
-4.659965807982050734e+01,8.189283458633026314e+00,6.000000000000000000e+00
-4.682988578047658734e+01,8.513449370450842935e+00,6.000000000000000000e+00
-4.705925283705489903e+01,8.838184271586845497e+00,6.000000000000000000e+00
-4.728697450254276191e+01,9.163976878677182469e+00,6.000000000000000000e+00
-4.751226483657744382e+01,9.491316863038044005e+00,6.000000000000000000e+00
-4.773433766012617241e+01,9.820693816428953227e+00,6.000000000000000000e+00
-4.795240703282618711e+01,1.015259733060944924e+01,6.000000000000000000e+00
-4.816568685520139326e+01,1.048751699733904807e+01,6.000000000000000000e+00
-4.837363415296536573e+01,1.082578894355699006e+01,6.000000000000000000e+00
-4.857673732452751381e+01,1.116709836351213880e+01,6.000000000000000000e+00
-4.877575828413569070e+01,1.151095757480509185e+01,6.000000000000000000e+00
-4.897145894603766436e+01,1.185687905414979326e+01,6.000000000000000000e+00
-4.916460138359459364e+01,1.220437511914685125e+01,6.000000000000000000e+00
-4.935594743149762564e+01,1.255295816695353217e+01,6.000000000000000000e+00
-4.954625844709785554e+01,1.290214107206714012e+01,6.000000000000000000e+00
-4.973607430197151302e+01,1.325157601271766694e+01,6.000000000000000000e+00
-4.992540732740275899e+01,1.360124763446740559e+01,6.000000000000000000e+00
-5.011419268470392296e+01,1.395118911244860271e+01,6.000000000000000000e+00
-5.030236553518730602e+01,1.430143354223679353e+01,6.000000000000000000e+00
-5.048986104016520926e+01,1.465201417852088461e+01,6.000000000000000000e+00
-5.067661444050665409e+01,1.500296419643310486e+01,6.000000000000000000e+00
-5.086256089752392029e+01,1.535431669154899836e+01,6.000000000000000000e+00
-5.104763557252936579e+01,1.570610491855747526e+01,6.000000000000000000e+00
-5.123177362683526326e+01,1.605836189347741794e+01,6.000000000000000000e+00
-5.141491030131062701e+01,1.641112095055438402e+01,6.000000000000000000e+00
-5.159698067771106622e+01,1.676441526492061485e+01,6.000000000000000000e+00
-5.177792007646227290e+01,1.711827785259499279e+01,6.000000000000000000e+00
-5.195766357931988466e+01,1.747274196826640846e+01,6.000000000000000000e+00
-5.213616496385746046e+01,1.782783124026644117e+01,6.000000000000000000e+00
-5.231345963279404288e+01,1.818352752967389208e+01,6.000000000000000000e+00
-5.248960558294350420e+01,1.853980116185010019e+01,6.000000000000000000e+00
-5.266466065200643953e+01,1.889662230304304913e+01,6.000000000000000000e+00
-5.283868275724002217e+01,1.925396143772742974e+01,6.000000000000000000e+00
-5.301172981590150357e+01,1.961178881170791755e+01,6.000000000000000000e+00
-5.318385974524809257e+01,1.997007467078917742e+01,6.000000000000000000e+00
-5.335513038298033450e+01,2.032878941988922250e+01,6.000000000000000000e+00
-5.352559972591213722e+01,2.068790330481273188e+01,6.000000000000000000e+00
-5.369532561174403185e+01,2.104738665092103389e+01,6.000000000000000000e+00
-5.386436595773324854e+01,2.140720978357547821e+01,6.000000000000000000e+00
-5.403277868113701032e+01,2.176734302813739674e+01,6.000000000000000000e+00
-5.420062161965585545e+01,2.212775663041147567e+01,6.000000000000000000e+00
-5.436795284966036235e+01,2.248842091575903623e+01,6.000000000000000000e+00
-5.453483004973772807e+01,2.284930620954143166e+01,6.000000000000000000e+00
-5.470131129625850974e+01,2.321038283712000805e+01,6.000000000000000000e+00
-5.486745442692326691e+01,2.357162112385610087e+01,6.000000000000000000e+00
-5.503331743854589320e+01,2.393299131555438564e+01,6.000000000000000000e+00
-5.519895808927024916e+01,2.429446373757619071e+01,6.000000000000000000e+00
-5.536443429635358626e+01,2.465600871528286930e+01,6.000000000000000000e+00
-5.552980405660976260e+01,2.501759657403575687e+01,6.000000000000000000e+00
-5.569512528729602963e+01,2.537919763919619598e+01,6.000000000000000000e+00
-5.586045582611291138e+01,2.574078215656885860e+01,6.000000000000000000e+00
-5.602585351076098164e+01,2.610232045151508729e+01,6.000000000000000000e+00
-5.619137641761076907e+01,2.646378284939622105e+01,6.000000000000000000e+00
-5.635708230480616976e+01,2.682513967557361312e+01,6.000000000000000000e+00
-5.652302916916109154e+01,2.718636117585191059e+01,6.000000000000000000e+00
-5.668925734590822429e+01,2.754742642682639087e+01,6.000000000000000000e+00
-5.685565625127348710e+01,2.790839000437404493e+01,6.000000000000000000e+00
-5.702203773372757922e+01,2.826934498980112309e+01,6.000000000000000000e+00
-5.718821316440117641e+01,2.863038494175390269e+01,6.000000000000000000e+00
-5.735399375531159905e+01,2.899160325976531993e+01,6.000000000000000000e+00
-5.751919087758952287e+01,2.935309350248165927e+01,6.000000000000000000e+00
-5.768361574325228958e+01,2.971494906943584979e+01,6.000000000000000000e+00
-5.784726429490961408e+01,3.007717783673841083e+01,6.000000000000000000e+00
-5.801099558550582458e+01,3.043938711265634822e+01,6.000000000000000000e+00
-5.817592094219217813e+01,3.080106709803541776e+01,6.000000000000000000e+00
-5.834315169211993890e+01,3.116170799372142497e+01,6.000000000000000000e+00
-5.851379908288368625e+01,3.152080008011679979e+01,6.000000000000000000e+00
-5.868897444163469146e+01,3.187783363762399347e+01,6.000000000000000000e+00
-5.886978933419420201e+01,3.223229823063544330e+01,6.000000000000000000e+00
-5.905747513873155441e+01,3.258340330450140954e+01,6.000000000000000000e+00
-5.925357636847708420e+01,3.292962487161291563e+01,6.000000000000000000e+00
-5.945968813470451408e+01,3.326932080270309200e+01,6.000000000000000000e+00
-5.967720888459438555e+01,3.360101046854922657e+01,6.000000000000000000e+00
-5.990378994607569751e+01,3.392629240136196955e+01,6.000000000000000000e+00
-6.013372352571535373e+01,3.424952543164383911e+01,6.000000000000000000e+00
-6.036123500247578733e+01,3.457512551158792036e+01,6.000000000000000000e+00
-6.058352445884239046e+01,3.490518307230782824e+01,6.000000000000000000e+00
-6.080232002484448373e+01,3.523824882990966501e+01,6.000000000000000000e+00
-6.101972963406355177e+01,3.557257675411288744e+01,6.000000000000000000e+00
-6.123786114052439444e+01,3.590642057596694769e+01,6.000000000000000000e+00
-6.145882263692187308e+01,3.623803434474800156e+01,6.000000000000000000e+00
-6.168472205683743681e+01,3.656567171194881638e+01,6.000000000000000000e+00
-6.191730487365491342e+01,3.688788474613888724e+01,6.000000000000000000e+00
-6.215656193835703647e+01,3.720466915125793861e+01,6.000000000000000000e+00
-6.240195361803757379e+01,3.751645692003494048e+01,6.000000000000000000e+00
-6.265294012067695917e+01,3.782368020431225375e+01,6.000000000000000000e+00
-6.290898157469899132e+01,3.812677107637551188e+01,6.000000000000000000e+00
-6.316953834719738836e+01,3.842616160851044071e+01,6.000000000000000000e+00
-6.343407064615264090e+01,3.872228411167265705e+01,6.000000000000000000e+00
-6.370203867954514720e+01,3.901557057859120192e+01,6.000000000000000000e+00
-6.397290265535537657e+01,3.930645316110838650e+01,6.000000000000000000e+00
-6.424612286112041204e+01,3.959536393150990818e+01,6.000000000000000000e+00
-6.452115942526401682e+01,3.988273512119474162e+01,6.000000000000000000e+00
-6.479747271488001559e+01,4.016899880244859133e+01,6.000000000000000000e+00
-6.507452293794878528e+01,4.045458712711376137e+01,6.000000000000000000e+00
-6.535177356427433892e+01,4.073992954210578432e+01,6.000000000000000000e+00
-6.562889594524463632e+01,4.102529152803910506e+01,6.000000000000000000e+00
-6.590588729637610754e+01,4.131068104058093127e+01,6.000000000000000000e+00
-6.618277355314390320e+01,4.159608360041698916e+01,6.000000000000000000e+00
-6.645958049190966221e+01,4.188148456911959272e+01,6.000000000000000000e+00
-6.673633404814853520e+01,4.216686930826111279e+01,6.000000000000000000e+00
-6.701305999822220372e+01,4.245222333852723295e+01,6.000000000000000000e+00
-6.728978427760577574e+01,4.273753202149030272e+01,6.000000000000000000e+00
-6.756653266266096125e+01,4.302278079827936352e+01,6.000000000000000000e+00
-6.784333100930615501e+01,4.330795503046675066e+01,6.000000000000000000e+00
-6.812020525301646501e+01,4.359304023873814060e+01,6.000000000000000000e+00
-6.839718117015357279e+01,4.387802178466593972e+01,6.000000000000000000e+00
-6.867428469619260056e+01,4.416288502982246200e+01,6.000000000000000000e+00
-6.895154160749522987e+01,4.444761557445006162e+01,6.000000000000000000e+00
-6.922897815776327946e+01,4.473219758677103641e+01,6.000000000000000000e+00
-6.950662449897539830e+01,4.501660513131028551e+01,6.000000000000000000e+00
-6.978451253335705928e+01,4.530080646495571273e+01,6.000000000000000000e+00
-7.006267456091714507e+01,4.558476968548180963e+01,6.000000000000000000e+00
-7.034114280210775405e+01,4.586846289066312465e+01,6.000000000000000000e+00
-7.061994923871107233e+01,4.615185433738751897e+01,6.000000000000000000e+00
-7.089912609117922671e+01,4.643491212342952679e+01,6.000000000000000000e+00
-7.117870557996447189e+01,4.671760450567700218e+01,6.000000000000000000e+00
-7.145871976640549406e+01,4.699989942279112398e+01,6.000000000000000000e+00
-7.173920087095456211e+01,4.728176521121644527e+01,6.000000000000000000e+00
-7.202018103450708963e+01,4.756316996872749314e+01,6.000000000000000000e+00
-7.230169239795866076e+01,4.784408179309878761e+01,6.000000000000000000e+00
-7.258376710220466066e+01,4.812446894121821117e+01,6.000000000000000000e+00
-7.286643720858396023e+01,4.840429959041691887e+01,6.000000000000000000e+00
-7.314963573037874767e+01,4.868361829243130501e+01,6.000000000000000000e+00
-7.343301158399540896e+01,4.896268861851567067e+01,6.000000000000000000e+00
-7.371616316735371299e+01,4.924181312269365662e+01,6.000000000000000000e+00
-7.399868879881665862e+01,4.952129427943226148e+01,6.000000000000000000e+00
-7.428018695586065689e+01,4.980143464275511889e+01,6.000000000000000000e+00
-7.456025595684872087e+01,5.008253676668585541e+01,6.000000000000000000e+00
-7.483847423097587637e+01,5.036492977717657737e+01,6.000000000000000000e+00
-7.511298516418756321e+01,5.065086632139511380e+01,5.559716341612101154e+00
-7.537955132946264314e+01,5.094578990551020325e+01,4.954777299540501723e+00
-7.563370371030786998e+01,5.125544380523065513e+01,4.259136748267871475e+00
-7.586246239701534932e+01,5.158521305257123402e+01,3.423261045946257575e+00
-7.602803271964164367e+01,5.193943778221657226e+01,2.633572332713551845e+00
-7.608812195356482277e+01,5.232226862485862995e+01,2.360365001292071163e+00
-7.600649139823248390e+01,5.272013289402634229e+01,2.137486714477152994e+00
-7.577804505101929067e+01,5.302828150195576029e+01,1.793350218387984363e+00
-7.542017049993229705e+01,5.315144111741550148e+01,2.645910788923352186e+00
-7.501072970075090041e+01,5.318263504983921308e+01,3.332734239501455864e+00
-7.460857422425179664e+01,5.321589626238503001e+01,3.891324140592087755e+00
-7.421410511561859380e+01,5.325718999387664354e+01,4.371344103611701115e+00
-7.382268533466674398e+01,5.330488732145471431e+01,4.801229145809374543e+00
